Ecol_Site,Treatment,Site,Plot,Indicator,1stHitAvg,AnyHitAvg
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe Mid - 01,Tree (All),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe Mid - 01,Tree (Invasive),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe Mid - 01,Woody Litter,0,0.187
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mid 03,Annual,0.047,0.047
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mid 03,Bare Soil,0,0.293
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mid 03,Forb/herb (All),0.047,0.047
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mid 03,Forb/herb (Invasive),0,0
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mid 03,Forb/herb (Perennial),0,0
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mid 03,Graminoid (All),0.26,0.293
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mid 03,Graminoid (Invasive),0,0
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mid 03,Graminoid (Perennial),0.26,0.293
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mid 03,Litter,0,0.407
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mid 03,Perennial,0.413,0.433
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mid 03,Shrub (All),0.147,0.153
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mid 03,Shrub (Invasive),0,0
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mid 03,Sub-Shrub (All),0.007,0.007
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mid 03,Succulent (All),0,0
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mid 03,Succulent (Invasive),0,0
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mid 03,Total Foliar,0.46,0.46
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mid 03,Total Litter,0,0.487
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mid 03,Tree (All),0,0
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mid 03,Tree (Invasive),0,0
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mid 03,Woody Litter,0,0.1
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe Mountain - 02,Annual,0.007,0.013
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe Mountain - 02,Bare Soil,0,0.3
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe Mountain - 02,Forb/herb (All),0.02,0.027
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe Mountain - 02,Forb/herb (Invasive),0.007,0.013
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe Mountain - 02,Forb/herb (Perennial),0.013,0.013
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe Mountain - 02,Graminoid (All),0.293,0.3
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe Mountain - 02,Graminoid (Invasive),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe Mountain - 02,Graminoid (Perennial),0.293,0.3
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe Mountain - 02,Litter,0,0.487
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe Mountain - 02,Perennial,0.393,0.393
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe Mountain - 02,Shrub (All),0.033,0.033
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe Mountain - 02,Shrub (Invasive),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe Mountain - 02,Sub-Shrub (All),0.047,0.047
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe Mountain - 02,Succulent (All),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe Mountain - 02,Succulent (Invasive),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe Mountain - 02,Total Foliar,0.4,0.4
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe Mountain - 02,Total Litter,0,0.513
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe Mountain - 02,Tree (All),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe Mountain - 02,Tree (Invasive),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe Mountain - 02,Woody Litter,0,0.073
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2015,Guadalupe Mountain 03,Annual,0.147,0.173
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2015,Guadalupe Mountain 03,Bare Soil,0,0.307
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2015,Guadalupe Mountain 03,Forb/herb (All),0.16,0.18
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2015,Guadalupe Mountain 03,Forb/herb (Invasive),0.127,0.153
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2015,Guadalupe Mountain 03,Forb/herb (Perennial),0.013,0.013
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2015,Guadalupe Mountain 03,Graminoid (All),0.313,0.327
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2015,Guadalupe Mountain 03,Graminoid (Invasive),0,0
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2015,Guadalupe Mountain 03,Graminoid (Perennial),0.313,0.327
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2015,Guadalupe Mountain 03,Litter,0,0.34
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2015,Guadalupe Mountain 03,Perennial,0.413,0.413
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2015,Guadalupe Mountain 03,Shrub (All),0.027,0.033
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2015,Guadalupe Mountain 03,Shrub (Invasive),0,0
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2015,Guadalupe Mountain 03,Sub-Shrub (All),0.06,0.06
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2015,Guadalupe Mountain 03,Succulent (All),0,0
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2015,Guadalupe Mountain 03,Succulent (Invasive),0,0
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2015,Guadalupe Mountain 03,Total Foliar,0.56,0.56
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2015,Guadalupe Mountain 03,Total Litter,0,0.42
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2015,Guadalupe Mountain 03,Tree (All),0,0
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2015,Guadalupe Mountain 03,Tree (Invasive),0,0
R048AY005NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2015,Guadalupe Mountain 03,Woody Litter,0,0.107
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mountain 04,Annual,0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mountain 04,Bare Soil,0,0.313
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mountain 04,Forb/herb (All),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mountain 04,Forb/herb (Invasive),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mountain 04,Forb/herb (Perennial),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mountain 04,Graminoid (All),0.4,0.4
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mountain 04,Graminoid (Invasive),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mountain 04,Graminoid (Perennial),0.4,0.4
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mountain 04,Litter,0,0.493
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mountain 04,Perennial,0.427,0.427
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mountain 04,Shrub (All),0,0.007
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mountain 04,Shrub (Invasive),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mountain 04,Sub-Shrub (All),0.027,0.033
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mountain 04,Succulent (All),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mountain 04,Succulent (Invasive),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mountain 04,Total Foliar,0.427,0.427
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mountain 04,Total Litter,0,0.54
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mountain 04,Tree (All),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mountain 04,Tree (Invasive),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe Mountain 04,Woody Litter,0,0.067
 UNKNOWN,Disc & Seed,RGdNNM Treatment 2014,Guadalupe North - 01,Annual,0,0
 UNKNOWN,Disc & Seed,RGdNNM Treatment 2014,Guadalupe North - 01,Bare Soil,0,0.34
 UNKNOWN,Disc & Seed,RGdNNM Treatment 2014,Guadalupe North - 01,Forb/herb (All),0,0
 UNKNOWN,Disc & Seed,RGdNNM Treatment 2014,Guadalupe North - 01,Forb/herb (Invasive),0,0
 UNKNOWN,Disc & Seed,RGdNNM Treatment 2014,Guadalupe North - 01,Forb/herb (Perennial),0,0
 UNKNOWN,Disc & Seed,RGdNNM Treatment 2014,Guadalupe North - 01,Graminoid (All),0.36,0.38
 UNKNOWN,Disc & Seed,RGdNNM Treatment 2014,Guadalupe North - 01,Graminoid (Invasive),0,0
 UNKNOWN,Disc & Seed,RGdNNM Treatment 2014,Guadalupe North - 01,Graminoid (Perennial),0.36,0.38
 UNKNOWN,Disc & Seed,RGdNNM Treatment 2014,Guadalupe North - 01,Litter,0,0.427
 UNKNOWN,Disc & Seed,RGdNNM Treatment 2014,Guadalupe North - 01,Perennial,0.42,0.42
 UNKNOWN,Disc & Seed,RGdNNM Treatment 2014,Guadalupe North - 01,Shrub (All),0.06,0.067
 UNKNOWN,Disc & Seed,RGdNNM Treatment 2014,Guadalupe North - 01,Shrub (Invasive),0,0
 UNKNOWN,Disc & Seed,RGdNNM Treatment 2014,Guadalupe North - 01,Sub-Shrub (All),0,0
 UNKNOWN,Disc & Seed,RGdNNM Treatment 2014,Guadalupe North - 01,Succulent (All),0,0
 UNKNOWN,Disc & Seed,RGdNNM Treatment 2014,Guadalupe North - 01,Succulent (Invasive),0,0
 UNKNOWN,Disc & Seed,RGdNNM Treatment 2014,Guadalupe North - 01,Total Foliar,0.42,0.42
 UNKNOWN,Disc & Seed,RGdNNM Treatment 2014,Guadalupe North - 01,Total Litter,0,0.507
 UNKNOWN,Disc & Seed,RGdNNM Treatment 2014,Guadalupe North - 01,Tree (All),0,0
 UNKNOWN,Disc & Seed,RGdNNM Treatment 2014,Guadalupe North - 01,Tree (Invasive),0,0
 UNKNOWN,Disc & Seed,RGdNNM Treatment 2014,Guadalupe North - 01,Woody Litter,0,0.087
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,Guadalupe North 03,Annual,0.02,0.027
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,Guadalupe North 03,Bare Soil,0,0.447
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,Guadalupe North 03,Forb/herb (All),0.02,0.027
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,Guadalupe North 03,Forb/herb (Invasive),0.02,0.02
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,Guadalupe North 03,Forb/herb (Perennial),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,Guadalupe North 03,Graminoid (All),0.28,0.287
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,Guadalupe North 03,Graminoid (Invasive),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,Guadalupe North 03,Graminoid (Perennial),0.28,0.287
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,Guadalupe North 03,Litter,0,0.28
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,Guadalupe North 03,Perennial,0.373,0.373
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,Guadalupe North 03,Shrub (All),0.093,0.093
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,Guadalupe North 03,Shrub (Invasive),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,Guadalupe North 03,Sub-Shrub (All),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,Guadalupe North 03,Succulent (All),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,Guadalupe North 03,Succulent (Invasive),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,Guadalupe North 03,Total Foliar,0.393,0.393
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,Guadalupe North 03,Total Litter,0,0.313
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,Guadalupe North 03,Tree (All),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,Guadalupe North 03,Tree (Invasive),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,Guadalupe North 03,Woody Litter,0,0.04
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe South - 03,Annual,0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe South - 03,Bare Soil,0,0.347
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe South - 03,Forb/herb (All),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe South - 03,Forb/herb (Invasive),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe South - 03,Forb/herb (Perennial),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe South - 03,Graminoid (All),0.247,0.247
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe South - 03,Graminoid (Invasive),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe South - 03,Graminoid (Perennial),0.247,0.247
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe South - 03,Litter,0,0.247
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe South - 03,Perennial,0.253,0.253
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe South - 03,Shrub (All),0.007,0.007
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe South - 03,Shrub (Invasive),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe South - 03,Sub-Shrub (All),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe South - 03,Succulent (All),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe South - 03,Succulent (Invasive),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe South - 03,Total Foliar,0.253,0.253
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe South - 03,Total Litter,0,0.5
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe South - 03,Tree (All),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe South - 03,Tree (Invasive),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2014,Guadalupe South - 03,Woody Litter,0,0.253
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe South 04,Annual,0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe South 04,Bare Soil,0,0.133
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe South 04,Forb/herb (All),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe South 04,Forb/herb (Invasive),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe South 04,Forb/herb (Perennial),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe South 04,Graminoid (All),0.64,0.64
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe South 04,Graminoid (Invasive),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe South 04,Graminoid (Perennial),0.64,0.64
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe South 04,Litter,0,0.48
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe South 04,Perennial,0.647,0.647
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe South 04,Shrub (All),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe South 04,Shrub (Invasive),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe South 04,Sub-Shrub (All),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe South 04,Succulent (All),0.007,0.007
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe South 04,Succulent (Invasive),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe South 04,Total Foliar,0.647,0.647
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe South 04,Total Litter,0,0.573
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe South 04,Tree (All),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe South 04,Tree (Invasive),0,0
R036XB006NM,Disc & Seed & Brush Hog,RGdNNM Treatment 2016,Guadalupe South 04,Woody Litter,0,0.127
 UNKNOWN,Burn,Non Treatment 2015,Loamy 058,Annual,0,0
R036XB006NM,Burn,Non Treatment 2015,Loamy 058,Bare Soil,0,0.24
 UNKNOWN,Burn,Non Treatment 2015,Loamy 058,Forb/herb (All),0.007,0.013
 UNKNOWN,Burn,Non Treatment 2015,Loamy 058,Forb/herb (Invasive),0,0
 UNKNOWN,Burn,Non Treatment 2015,Loamy 058,Forb/herb (Perennial),0.007,0.013
 UNKNOWN,Burn,Non Treatment 2015,Loamy 058,Graminoid (All),0.553,0.607
 UNKNOWN,Burn,Non Treatment 2015,Loamy 058,Graminoid (Invasive),0,0
 UNKNOWN,Burn,Non Treatment 2015,Loamy 058,Graminoid (Perennial),0.553,0.607
 UNKNOWN,Burn,Non Treatment 2015,Loamy 058,Litter,0,0.32
 UNKNOWN,Burn,Non Treatment 2015,Loamy 058,Perennial,0.667,0.667
 UNKNOWN,Burn,Non Treatment 2015,Loamy 058,Shrub (All),0.053,0.053
 UNKNOWN,Burn,Non Treatment 2015,Loamy 058,Shrub (Invasive),0,0
 UNKNOWN,Burn,Non Treatment 2015,Loamy 058,Sub-Shrub (All),0.053,0.053
 UNKNOWN,Burn,Non Treatment 2015,Loamy 058,Succulent (All),0,0
 UNKNOWN,Burn,Non Treatment 2015,Loamy 058,Succulent (Invasive),0,0
 UNKNOWN,Burn,Non Treatment 2015,Loamy 058,Total Foliar,0.667,0.667
 UNKNOWN,Burn,Non Treatment 2015,Loamy 058,Total Litter,0,0.347
 UNKNOWN,Burn,Non Treatment 2015,Loamy 058,Tree (All),0,0
 UNKNOWN,Burn,Non Treatment 2015,Loamy 058,Tree (Invasive),0,0
 UNKNOWN,Burn,Non Treatment 2015,Loamy 058,Woody Litter,0,0.033
R036XB006NM,Disc & Seed,Non Treatment 2016,LOAMY-120,Annual,0.02,0.027
R036XB006NM,Disc & Seed,Non Treatment 2016,LOAMY-120,Bare Soil,0,0.14
R036XB006NM,Disc & Seed,Non Treatment 2016,LOAMY-120,Forb/herb (All),0.02,0.027
R036XB006NM,Disc & Seed,Non Treatment 2016,LOAMY-120,Forb/herb (Invasive),0,0.007
R036XB006NM,Disc & Seed,Non Treatment 2016,LOAMY-120,Forb/herb (Perennial),0,0
R036XB006NM,Disc & Seed,Non Treatment 2016,LOAMY-120,Graminoid (All),0.653,0.693
R036XB006NM,Disc & Seed,Non Treatment 2016,LOAMY-120,Graminoid (Invasive),0,0
R036XB006NM,Disc & Seed,Non Treatment 2016,LOAMY-120,Graminoid (Perennial),0.653,0.693
R036XB006NM,Disc & Seed,Non Treatment 2016,LOAMY-120,Litter,0,0.3
R036XB006NM,Disc & Seed,Non Treatment 2016,LOAMY-120,Perennial,0.713,0.733
R036XB006NM,Disc & Seed,Non Treatment 2016,LOAMY-120,Shrub (All),0.047,0.06
R036XB006NM,Disc & Seed,Non Treatment 2016,LOAMY-120,Shrub (Invasive),0,0
R036XB006NM,Disc & Seed,Non Treatment 2016,LOAMY-120,Sub-Shrub (All),0.013,0.027
R036XB006NM,Disc & Seed,Non Treatment 2016,LOAMY-120,Succulent (All),0,0
R036XB006NM,Disc & Seed,Non Treatment 2016,LOAMY-120,Succulent (Invasive),0,0
R036XB006NM,Disc & Seed,Non Treatment 2016,LOAMY-120,Total Foliar,0.733,0.733
R036XB006NM,Disc & Seed,Non Treatment 2016,LOAMY-120,Total Litter,0,0.427
R036XB006NM,Disc & Seed,Non Treatment 2016,LOAMY-120,Tree (All),0,0
R036XB006NM,Disc & Seed,Non Treatment 2016,LOAMY-120,Tree (Invasive),0,0
R036XB006NM,Disc & Seed,Non Treatment 2016,LOAMY-120,Woody Litter,0,0.153
R036XB007NM,Disc & Seed,Non Treatment 2016,MAL-173,Annual,0.053,0.1
R036XB007NM,Disc & Seed,Non Treatment 2016,MAL-173,Bare Soil,0,0.173
R036XB007NM,Disc & Seed,Non Treatment 2016,MAL-173,Forb/herb (All),0.053,0.1
R036XB007NM,Disc & Seed,Non Treatment 2016,MAL-173,Forb/herb (Invasive),0.053,0.093
R036XB007NM,Disc & Seed,Non Treatment 2016,MAL-173,Forb/herb (Perennial),0,0
R036XB007NM,Disc & Seed,Non Treatment 2016,MAL-173,Graminoid (All),0.353,0.38
R036XB007NM,Disc & Seed,Non Treatment 2016,MAL-173,Graminoid (Invasive),0,0
R036XB007NM,Disc & Seed,Non Treatment 2016,MAL-173,Graminoid (Perennial),0.353,0.38
R036XB007NM,Disc & Seed,Non Treatment 2016,MAL-173,Litter,0,0.447
R036XB007NM,Disc & Seed,Non Treatment 2016,MAL-173,Perennial,0.46,0.467
R036XB007NM,Disc & Seed,Non Treatment 2016,MAL-173,Shrub (All),0.007,0.007
R036XB007NM,Disc & Seed,Non Treatment 2016,MAL-173,Shrub (Invasive),0,0
R036XB007NM,Disc & Seed,Non Treatment 2016,MAL-173,Sub-Shrub (All),0.1,0.107
R036XB007NM,Disc & Seed,Non Treatment 2016,MAL-173,Succulent (All),0,0
R036XB007NM,Disc & Seed,Non Treatment 2016,MAL-173,Succulent (Invasive),0,0
R036XB007NM,Disc & Seed,Non Treatment 2016,MAL-173,Total Foliar,0.513,0.513
R036XB007NM,Disc & Seed,Non Treatment 2016,MAL-173,Total Litter,0,0.447
R036XB007NM,Disc & Seed,Non Treatment 2016,MAL-173,Tree (All),0,0
R036XB007NM,Disc & Seed,Non Treatment 2016,MAL-173,Tree (Invasive),0,0
R036XB007NM,Disc & Seed,Non Treatment 2016,MAL-173,Woody Litter,0,0
R036XB006NM,Shave & Interseed,Non Treatment 2015,Malpais 119,Annual,0,0
R036XB006NM,Shave & Interseed,Non Treatment 2015,Malpais 119,Bare Soil,0,0.647
R036XB006NM,Shave & Interseed,Non Treatment 2015,Malpais 119,Forb/herb (All),0,0
R036XB006NM,Shave & Interseed,Non Treatment 2015,Malpais 119,Forb/herb (Invasive),0,0
R036XB006NM,Shave & Interseed,Non Treatment 2015,Malpais 119,Forb/herb (Perennial),0,0
R036XB006NM,Shave & Interseed,Non Treatment 2015,Malpais 119,Graminoid (All),0.113,0.127
R036XB006NM,Shave & Interseed,Non Treatment 2015,Malpais 119,Graminoid (Invasive),0,0
R036XB006NM,Shave & Interseed,Non Treatment 2015,Malpais 119,Graminoid (Perennial),0.113,0.127
R036XB006NM,Shave & Interseed,Non Treatment 2015,Malpais 119,Litter,0,0.093
R036XB006NM,Shave & Interseed,Non Treatment 2015,Malpais 119,Perennial,0.28,0.28
R036XB006NM,Shave & Interseed,Non Treatment 2015,Malpais 119,Shrub (All),0.013,0.02
R036XB006NM,Shave & Interseed,Non Treatment 2015,Malpais 119,Shrub (Invasive),0,0
R036XB006NM,Shave & Interseed,Non Treatment 2015,Malpais 119,Sub-Shrub (All),0.153,0.153
R036XB006NM,Shave & Interseed,Non Treatment 2015,Malpais 119,Succulent (All),0,0
R036XB006NM,Shave & Interseed,Non Treatment 2015,Malpais 119,Succulent (Invasive),0,0
R036XB006NM,Shave & Interseed,Non Treatment 2015,Malpais 119,Total Foliar,0.28,0.28
R036XB006NM,Shave & Interseed,Non Treatment 2015,Malpais 119,Total Litter,0,0.147
R036XB006NM,Shave & Interseed,Non Treatment 2015,Malpais 119,Tree (All),0,0
R036XB006NM,Shave & Interseed,Non Treatment 2015,Malpais 119,Tree (Invasive),0,0
R036XB006NM,Shave & Interseed,Non Treatment 2015,Malpais 119,Woody Litter,0,0.053
R036XB007NM,Tebuthiuron,Non Treatment 2015,Malpais 120,Annual,0,0.007
R036XB007NM,Tebuthiuron,Non Treatment 2015,Malpais 120,Bare Soil,0,0.1
R036XB007NM,Tebuthiuron,Non Treatment 2015,Malpais 120,Forb/herb (All),0,0.007
R036XB007NM,Tebuthiuron,Non Treatment 2015,Malpais 120,Forb/herb (Invasive),0,0
R036XB007NM,Tebuthiuron,Non Treatment 2015,Malpais 120,Forb/herb (Perennial),0,0
